Text,Category,Score,Label
"['uzak', 'türkiye', 'harita', 'an']",other,-0.25,negatif
"['gire', 'keşap', 'ilçe', 'ki', 'şahinka', 'tepe', 'yamaç', 'ki', 'kayalık', 'alan', 'türkiye', 'harita', 'benzerlik', 'doğa', 'tutkun', 'için', 'merak', 'uyan', 'nokta', 'hal', 'gel']",other,0.0,nötr
"['türkiye', 'deprem', 'risk', 'harita']",other,-0.4588,negatif
"['mtan', 'yayımla', 'yenile', 'türkiye', 'diri', 'fay', 'harita', 'göre', 'yurt', 'genel', 'ilde', 'üzeri', 'büyüklük', 'deprem', 'üre', 'potansiyel', 'diri', 'fay', 'yer', 'al', 'deprem', 'kuşak', 'yer', 'al', 'türkiye', 'yurt', 'genel', 'sarsıntı', 'yaşa', 'devam', 'et', 'iş']",other,-0.9517,negatif
"['fatf', 'başka', 'türkiye', 'açıklama']",economics,-0.6124,negatif
"['fatf', 'dönem', 'başkan', 'kumar', 'türkiye', 'gri', 'liste', 'çıkar', 'iki', 'ülke', 'ol', 'belir', 'türkiye', 'kara', 'para', 'aklam', 'terör', 'finansman', 'mücadele', 'iyileş', 'için', 'önem', 'li', 'adım', 'at', 'teyit', 'et', 'de']",economics,0.0,nötr
"['moodysten', 'türkiye', 'açıklama']",economics,-0.4588,negatif
"['moodys', 'sektör', 'uygulama', 'lider', 'mohamed', 'daoud', 'türkiye', 'mali', 'eylem', 'görev', 'güç', 'fatf', 'gri', 'liste', 'çıkar', 'ilişkin', 'geliş', 'türkiye', 'itibar', 'uluslararası', 'alan', 'artırma', 'yabancı', 'yatırım', 'avrup', 'abd', 'kurum', 'ilişki', 'pota']",economics,0.0,nötr
"['türkiye', 'alışveriş', 'harita', 'açıkla']",other,0.0,nötr
"['trendyol', 'yıl', 'ilk', 'yarı', 'ilişkin', 'alışveriş', 'veri', 'paylaş', 'ilk', 'ay', 'en', 'cilt', 'bakım', 'kadın', 'giyim', 'ürün', 'satış', 'gerçekleş', 'yaklaşık', 'milyon', 'trendyol', 'satıcı', 'milyon', 'ürün', 'türkiye', 'dört', 'yan', 'ki', 'müşteri', 'buluş']",other,-0.4588,negatif
"['bakan', 'kacı', 'türkiye', 'önem', 'li', 'kazanım', 'getir']",technology,-0.25,negatif
"['sanayi', 'teknoloji', 'bakan', 'mehmet', 'fatih', 'kacır', 'aslında', 'uy', 'teknoloji', 'takım', 'gir', 'de', 'ilk', 'deyiz', 'çünkü', 'başar', 'dünya', 'sadece', 'ülke', 'var', 'artık', 'böyle', 'başarı', 'için', 'tübitak', 'aselsan', 'tusaş', 'ctech', 'türksat', 'ekip', 'ge']",technology,-0.4588,negatif
"['nostalji', 'rüzgârı', 'hız', 'kes']",other,-0.25,negatif
"['retro', 'tını', 'peş', 'düşenle', 'klasik', 'yeniden', 'yorumlayan', 'özellikle', 'ler', None, 'ol', 'ilgi', 'bit', 'hafta', 'jain', 'hera', 'aslan', 'anıl', 'şallıelkoray', 'avcı', 'aleyna', 'kalaycıoğlu', 'tekli', 'dinle']",other,-0.4588,negatif
"['Schengen', 'istatistik', 'çarpıcı', 'türkiye', 'deta']",politics,-0.25,negatif
"['avrupa', 'komisyon', 'veri', 'göre', 'yıl', 'schengen', 'vize', 'başvuru', 'en', 'reddet', 'ikinci', 'ülke', 'ol', 'türkiye', 'ret', 'ver', 'başvuru', 'milyon', 'avro', 'en', 'para', 'harca', 'ülke']",politics,-0.8402,negatif
"['türkiye', 'gri', 'liste', 'çık', 'mi']",politics,0.4588,pozitif
"['cumhurbaşkanı', 'yardımcı', 'cevdet', 'yılmaz', 'singapur', 'gerçekleş', 'mali', 'eylem', 'görev', 'güç', 'fatf', 'genel', 'kurul', 'toplantı', 'türkiye', 'gri', 'liste', 'ki', 'durum', 'el', 'alın', 'belir', 'bura', 'teknik', 'herhangi', 'sıkıntı', 'yok', 'olumlu', 'karar', 'çık']",politics,-0.7184,negatif
"['abd', 'türkiye', 'birbiri', 'kop']",politcs,-0.6124,negatif
"['gazeteci', 'aslı', 'aydıntaşbaş', 'türkiye', 'abd', 'ilişki', 'yeniden', 'ivme', 'kazan', 'gerek', 'belir', 'yazı', 'kalem', 'al', 'iki', 'ülke', 'ortak', 'nokta', 'ol', 'ifade', 'et', 'aydıntaşbaş', 'türkiye', 'çin', 'iran', 'rusyan', 'nüfuz', 'sınırla', 'yardımcı', 'ol', 'k']",politcs,-0.8402,negatif
"['türkiyealman', 'ara', 'vize', 'görüşme']",other,-0.25,negatif
"['içiş', 'bakan', 'ali', 'yerlika', 'almanya', 'federal', 'içiş', 'yurt', 'bakan', 'nancy', 'faeser', 'berlin', 'ara', 'gel', 'görüşme', 'ardından', 'açıkla', 'yap', 'yerlika', 'türk', 'vatandaş', 'almanya', 'vize', 'al', 'süreç', 'ilişkin', 'durum', 'nasıl', 'iyileş']",other,-0.875,negatif
"['türkiye', 'çekya', 'ihracat', 'rekor', 'kır']",economics,0.0,nötr
"['türkiye', 'milyon', 'dolar', 'çekya', 'tüm', 'zaman', 'en', 'yüksek', 'ocakmayıs', 'ihracat', 'gerçekleş']",economics,0.6124,pozitif
"['türkiye', 'birinci', 'ebrar', 'enkaz', 'çık']",other,0.0,nötr
"['kahramanmaraş', 'yaşa', 'asıt', 'felaket', 'olarak', 'nitelendirilen', 'deprem', 'ebrar', 'site', 'yakala', 'efe', 'talha', 'palabıyık', 'büyük', 'başarı', 'imza', 'at', 'lgs', 'türkiye', 'birinci', 'ol']",other,-0.4588,negatif
"['türkiye', 'avusturya', 'maçın', 'portekizli', 'hakem']",sports,0.25,pozitif
"['euro', 'son', 'tur', 'oyna', 'türkiye', 'avusturya', 'maçı', 'portekizli', 'hakem', 'artur', 'Soares', 'dias', 'yöne']",sports,0.4588,pozitif
"['türkiye', 'sığınmacı', 'üzer', 'karış', 'iste']",other,-0.7906,negatif
"['bbp', 'genel', 'başkan', 'mustafa', 'destici', 'sığınmacı', 'üzer', 'türkiye', 'karış', 'iste', 'söyle']",other,-0.4588,negatif
"['türkiye', 'ilişki', 'ilgili', 'açıkla']",politics,0.0,nötr
"['türkiye', 'suri', 'ara', 'ki', 'ilişki', 'normalleş', 'süreç', 'gir', 'rusya', 'dışişleri', 'bakanlık', 'sözcü', 'mariya', 'zaharova', 'konu', 'ilgili', 'açıkla', 'gel', 'normalleşme', 'bölge', 'güvenlik', 'artır', 'söyle', 'zaharova', 'iki', 'taraf', 'yön', 'pratik']",politics,-0.6124,negatif
"['türkiye', 'mükemmel', 'ilişki', 'var']",politics,0.4588,pozitif
"['isveç', 'dışişleri', 'bakan', 'tobias', 'billström', 'ülke', 'türkiye', 'isveç', 'nato', 'ara', 'litvanya', 'başkent', 'vilnius', 'düzenle', 'üçlü', 'görüşme', 'kararlaş', 'güvenlik', 'anlaşma', 'gir', 'eşik', 'ol', 'kaydet', 'billström', 'kişisel', 'olarak', 'iş', 'planla']",politics,0.6124,pozitif
"['türkiye', 'çevri', 'alışveriş', 'dünya', 'üçüncü']",technology,-0.4588,negatif
"['ulaş', 'altyap', 'bakan', 'abdulka', 'i', 'uraloğlu', 'dijital', 'global', 'genel', 'bakış', 'türkiye', 'rapor', 'açıkla', 'nisan', 'veri', 'göre', 'türkiye', 'dijital', 'medya', 'alışkanlık', 'tercih', 'değerlen', 'bakan', 'uraloğlu', 'türkiye', 'te', 'internet', 'geç']",technology,-0.8402,negatif
"['kimse', 'türkiye', 'karşılaş', 'iste']",sports,-0.4588,negatif
"['milli', 'takım', 'oyuncu', 'Haan', 'ayhan', 'hollanda', 'maçı', 'hak', 'açıklama', 'bulun']",sports,-0.4588,negatif
"['türkiye', 'karşıt', 'senatör', 'suçlu', 'bulun']",politics,-0.7906,negatif
"['abdde', 'rüşvet', 'yolsuzluk', 'suçlama', 'yargıla', 'demokrat', 'partili', 'new', 'jersey', 'senatör', 'bob', 'menendez', 'hafta', 'sür', 'yargıla', 'sonuç', 'suçlu', 'bulun', 'ayrı', 'suçlama', 'tamam', 'suçlu', 'ol', 'karar', 'ver', 'menendez', 'madde', 'için', 'yıl', 'kada']",politics,-0.875,negatif
"['milli', 'futbol', 'takım', 'coş', 'söz', 'boy', 'boy', 'afiş', 'donat', 'oyuncu', 'dünya', 'izol', 'et']",sports,0.4588,pozitif
"['milli', 'antrenman', 'saha', 'oyuncu', 'motive', 'edici', 'mesaj', 'yer', 'al', 'afiş', 'donat']",sports,0.0,nötr
"['bakan', 'göktaş', 'türkiye', 'yüzyıl', 'genç', 'başarı', 'yüksel', 'devam', 'et']",politics,0.0,nötr
"['istanbul', 'galata', 'üniversite', 'mezuniyet', 'tören', 'konuş', 'aile', 'sosyal', 'hizmet', 'bakan', 'mahinur', 'öz', 'mir', 'göktaş', 'türkiye', 'yüzyıl', 'genç', 'başarı', 'yüksel', 'devam', 'et', 'türkiye', 'yüzyıl', 'genç', 'yüzyıl', 'ol', 'de']",politics,0.4588,pozitif
"['tbmm', 'başkan', 'numan', 'kurtul', 'demokrasi', 'örgüt', 'li', 'sivil', 'toplum', 'güç', 'üst', 'güç', 'yok']",politics,-0.4588,negatif
"['tbmm', 'başkan', 'numan', 'kurtul', 'güçlü', 'türkiye', 'güçlü', 'toplum', 'anlayış', 'ön', 'ki', 'dönem', 'güçlü', 'şekil', 'gir', 'türkiye', 'olarak', 'karşı', 'çık', 'birtakım', 'tehdit', 'yıl', 'birtakım', 'gelişme', 'çek', 'geri', 'adım', 'at', 'ön', 'ki', 'fı']",politics,-0.875,negatif
"['türkiye', 'hangi', 'yıl', 'dünya', 'kupa', 'ol']",sports,-0.6124,negatif
"['türkiye', 'dünya', 'futbol', 'en', 'prestijli', 'organizasyon', 'ol', 'dünya', 'kupa', 'tarihi', 'başarı', 'imza', 'at', 'yıl', 'üçüncü', 'ol', 'başarı', 'türk', 'futbol', 'uluslararası', 'arena', 'kazan', 'en', 'büyük', 'başarı', 'ara', 'yer', 'al', 'peki', 'dünya', 'kupa', 'kaç', 'yıl']",sports,-0.25,negatif
"['hırvatistan', 'bosna', 'hersek', 'türkiye', 'açıklama']",politics,-0.4588,negatif
"['hırvatistan', 'bosna', 'hersek', 'dışişleri', 'bakan', 'türkiye', 'oldukça', 'iyi', 'ilişki', 'sahip', 'ol', 'ilişki', 'alan', 'geliş', 'için', 'çalış', 'devam', 'et', 'belir']",politics,0.4588,pozitif
"['türkiye', 'için', 'büyük', 'fırsat']",sports,0.0,nötr
"['beşiktaş', 'avusturyalı', 'eski', 'futbolcu', 'vel', 'kavlak', 'yarın', 'türkiye', 'karşı', 'avusturya', 'adım', 'ön', 'gör', 'söyle', 'kavlak', 'ayrıca', 'türkiye', 'hazırlık', 'maçında', 'rakip', 'kaybet', 'ol', 'motivasyon', 'açı', 'kırmızıbeyazlı', 'takım', 'için', 'önemli']",sports,-0.7184,negatif
"['türkiye', 'tehlikeli', 'takım', 'hal', 'gel']",sports,-0.25,negatif
"['türkiye', 'dönem', 'göztepe', 'forma', 'git', 'portekiz', 'milli', 'takım', 'eski', 'kaleci', 'beto', 'teknik', 'direktör', 'vincenzo', 'montella', 'görev', 'gel', 'birlikte', 'türkiye', 'taktiksel', 'yön', 'kuvvetlen', 'belir', 'saye', 'kırmızıbeyaz', 'tehlikeli']",sports,-0.25,negatif
"['euro', 'türkiyeçek', 'maçı', 'zaman']",sports,0.25,pozitif
"['milli', 'futbol', 'takım', 'euro', 'f', 'grup', 'üçüncü', 'maçında', 'çekya', 'karşı', 'karşı', 'gel', 'f', 'grup', 'oyna', 'ilk', 'maçında', 'gürcistanı', 'mağlup', 'et', 'başar', 'ay', 'yıldızlı', 'portekiz', 'karşı', 'mağlup', 'olarak', 'son', 'şans', 'son', 'maça', 'taşı', 'kritik', 'maç', 'ön']",sports,0.7184,pozitif
"['cumhurbaşkanı', 'erdoğan', 'türkiyehollan', 'maçı', 'izle']",sports,0.0,nötr
"['cumhurbaşkanı', 'erdoğan', 'avrup', 'şampiyona', 'çeyrek', 'finale', 'yüksel', 'milli', 'futbol', 'takım', 'destekle', 'için', 'azerbaycan', 'program', 'iptal', 'et', 'cumhurbaşkanı', 'erdoğan', 'cumartesi', 'akşam', 'türkiyehollan', 'maçı', 'izle', 'için', 'berlin', 'git', 'öğren']",sports,-0.6124,negatif
"['türkiyeab', 'ticaret', 'diyalok', 'gümrük', 'birlik', 'mesaj']",economics,0.0,nötr
"['ticaret', 'bakan', 'ömer', 'bolat', 'komisyon', 'ekonomi', 'sorumlu', 'başkan', 'yardımcı', 'valdis', 'dombrovskis', 'brüksel', 'düzenle', 'türkiye', 'avrup', 'birlik', 'ara', 'yüksek', 'düzey', 'ticaret', 'diyalok', 'toplantı', 'kat', 'ticaret', 'bakan', 'ömer', 'bolat', 'uluslararası', 't']",economics,-0.7906,negatif
"['depremze', 'öğrenci', 'yksde', 'türkiye', 'birinci', 'ol']",other,-0.25,negatif
"['yükseköğretim', 'kurum', 'sınap', 'yks', 'türkiye', 'birinci', 'malatya', 'ki', 'depremze', 'öğrenci', 'ara', 'taşdemir', 'ol', 'geçen', 'yıl', 'yksya', 'gir', 'iste', 'sonuç', 'gel', 'tercih', 'yap', 'ara', 'yıl', 'yeniden', 'gir', 'sınav', 'türkiye', 'birinci']",other,-0.8402,negatif
"['türkiye', 'yüzyıl', 'maarif', 'mode', 'li', 'davalık', 'ol']",politics,-0.4588,negatif
"['cumhuriyet', 'halk', 'parti', 'chp', 'türkiye', 'yüzyıl', 'maarif', 'model', 'ilişkin', 'idari', 'işlem', 'iptal', 'yürü', 'dur', 'talep', 'danıştay', 'dava', 'aç', 'chp', 'genel', 'başkan', 'yardımcı', 'suat', 'özçağdaş', 'türkiye', 'yüzyıl', 'maarif', 'model', 'kamuo', 'sendika', 'bazı', 'siy']",politics,-0.25,negatif
"['türkiye', 'sigorta', 'ay', 'büyü']",economics,-0.25,negatif
"['türkiye', 'sigorta', 'yıl', 'ilk', 'yarı', 'yüz', 'büyüyerek', 'milyar', 'tl', 'prim', 'üre']",economics,-0.25,negatif
"['türkiye', 'somali', 'deniz', 'doğalgaz', 'petrol', 'ara']",politics,-0.4588,negatif
"['enerji', 'tabii', 'kaynak', 'bakan', 'alparslan', 'bayraktar', 'türkiye', 'somali', 'deniz', 'blok', 'hidrokarbon', 'kaynak', 'ara', 'bil']",politics,-0.7184,negatif
"['eylem', 'tok', 'oğul', 'tutukla', 'abd', 'iade', 'dosya', 'suç', 'yeğen', 'güle', 'itiraf', 'rağmen', 'fetö', 'elebaşı', 'ifade', 'bile', 'al']",other,-0.9517,negatif
"['gün', 'i', 'türkiye', 'cinayet', 'gibi', 'kaza', 'zanlı', 'ol', 'eylem', 'tok', 'oğul', 'abdde', 'tutukla', 'yargılan', 'konuş']",other,-0.875,negatif
"['marmara', 'deniz', 'uç', 'balık', 'yakalan', 'türkiye', 'deniz', 'canlı', 'müze', 'ekle']",other,0.25,pozitif
"['marmara', 'deniz', 'ada', 'açık', 'balıkçı', 'taraf', 'uçak', 'balık', 'yakalan', 'uzun', 'süre', 'i', 'marmara', 'deniz', 'uç', 'balık', 'bulun', 'belir', 'türkiye', 'deniz', 'canlı', 'müze', 'kurucu', 'balıkçı', 'kenan', 'balcı', 'hava', 'ısın', 'birlikte', 'farklı', 'tür', 'balıkl']",other,0.7184,pozitif
"['bakan', 'göktaş', 'türkiyebelçika', 'dostluk', 'art', 'devam', 'et', 'temenni', 'et']",politics,-0.4588,negatif
"['belçika', 'türkiye', 'türk', 'işçi', 'belçika', 'göç', 'kolaylaş', 'amaç', 'imzala', 'göç', 'anlaşma', 'yıl', 'gurbet', 'kuşu', 'festiva', 'li', 'kutlan', 'program', 'konuş', 'aile', 'sosyal', 'hizmet', 'bakan', 'mahinur', 'öz', 'mir', 'göktaş', 'göç', 'yıl', 'dönüm']",politics,0.4588,pozitif
"['türkiye', 'eticaret', 'ekosiste', 'rapor', 'ön', 'çıkan']",economics,-0.4588,negatif
"['türkiye', 'eticaret', 'ekosiste', 'rapor', 'sonuç', 'açıkla', 'iyzico', 'dogma', 'alares', 'elektronik', 'ticaret', 'işletmeci', 'dernek', 'etid', 'iş', 'birlik', 'hazırla', 'rapor', 'paylaş', 'bilgi', 'göre', 'yıl', 'yüz', 'büyü', 'eticaret', 'sektör', 'satış', 'hac']",economics,-0.8402,negatif
"['ronald', 'koeman', 'hürriyet', 'konuş', 'en', 'arzulu', 'futbolcu', 'en', 'iyi', 'taraftar', 'türkiye', 'i']",sports,0.0,nötr
"['hollanda', 'milli', 'takım', 'teknik', 'direktör', 'ronald', 'koeman', 'euro', 'yarı', 'final', 'ingiltereye', 'yenil', 'maçın', 'ardından', 'kısa', 'hoş', 'sohbet', 'gerçekleş']",sports,-0.7184,negatif
"['nato', 'zirve', 'türkiye', 'kazanım']",politics,-0.25,negatif
"['naton', 'washington', 'yap', 'zirve', 'sonuç', 'bildirge', 'açıkla', 'türkiye', 'önem', 'ver', 'konu', 'metne', 'yansı', 'gör']",politics,-0.6124,negatif
"['abdnin', 'suriye', 'ki', 'pkk', 'plan']",politics,-0.4588,negatif
"['cumhurbaşkanı', 'erdoğan', 'suriye', 'devlet', 'başkan', 'beşşar', 'esedin', 'karşılık', 'li', 'açıkla', 'son', 'olarak', 'erdoğan', 'esedi', 'türkiye', 'davet', 'et', 'yön', 'ki', 'söz', 'göz', 'erdoğanesed', 'görüşme', 'çevir']",politics,-0.6124,negatif
"['ermenistan', 'ilişki', 'görüş']",politics,0.6124,pozitif
"['dışişleri', 'bakan', 'hakan', 'fidan', 'azerbayca', 'şuşa', 'kent', 'azerbaycan', 'cumhurbaşkanı', 'ilham', 'aliyep', 'ziyaret', 'et', 'kabul', 'azerbaycan', 'türkiye', 'ara', 'imzala', 'şuş', 'beyanname', 'türk', 'dünya', 'ki', 'birlik', 'dayanışma', 'önem', 'değin', 'aktar', 'açı']",politics,-0.4588,negatif
"['tbmm', 'heyet', 'çin', 'teknoloji', 'üsüs', 'temas', 'bulun']",technology,-0.25,negatif
"['tbmm', 'sana', 'ticaret', 'enerji', 'tabii', 'kaynak', 'bilgi', 'teknoloji', 'komisyon', 'üye', 'dünya', 'ön', 'çık', 'teknoloji', 'şirket', 'huawe', 'çinde', 'ki', 'arge', 'üretim', 'tesis', 'şirket', 'üst', 'düzey', 'yönetici', 'ara', 'gel']",technology,0.8402,pozitif
"['türksat', 'yörünge', 'yolculuk', 'sana', 'teknoloji', 'bakan', 'kacır', 'açıkla']",technology,-0.25,negatif
"['sanayi', 'teknoloji', 'bakan', 'mehmet', 'fatih', 'kacır', 'tübitak', 'uzay', 'teknoloji', 'araştır', 'enstitü', 'türksat', 'ateşle', 'program', 'konuş']",technology,0.6124,pozitif
"['masterpass', 'operasyon', 'masterpass', 'teknoloji', 'hizmet', 'şirket', 'çatı', 'alt', 'yürü']",technology,-0.25,negatif
"['küresel', 'öde', 'teknoloji', 'şirket', 'mastercar', 'dijital', 'öde', 'çözüm', 'masterpass', 'operasyon', 'masterpass', 'teknoloji', 'hizmet', 'aş', 'çatı', 'alt', 'sür', 'masterpass', 'teknoloji', 'hizmet', 'aş', 'türkiye', 'ki', 'dijital', 'öde', 'teknoloji', 'kullanıcı']",technology,0.6124,pozitif
"['bytedance', 'kurumsal', 'teknoloji', 'kol', 'byteplus', 'türkiye', 'hizmet', 'ver', 'başla']",technology,0.25,pozitif
"['gün', 'en', 'popü', 'sosyal', 'medya', 'platform', 'ara', 'yer', 'al', 'tiktok', 'çatı', 'şirket', 'bytedance', 'sahip', 'ol', 'teknoloji', 'byteplus', 'marka', 'birlikte', 'şirket', 'sat', 'başla', 'yıl', 'siz', 'aktarmıştıkbencein', 'kurumsal', 'teknol']",technology,-0.7184,negatif
"['bakan', 'kacı', 'türkiye', 'önem', 'li', 'kazanım', 'getir']",technology,-0.25,negatif
"['sanayi', 'teknoloji', 'bakan', 'mehmet', 'fatih', 'kacır', 'aslında', 'uy', 'teknoloji', 'takım', 'gir', 'de', 'ilk', 'deyiz', 'çünkü', 'başar', 'dünya', 'sadece', 'ülke', 'var', 'artık', 'böyle', 'başarı', 'için', 'tübitak', 'aselsan', 'tusaş', 'ctech', 'türksat', 'ekip', 'ge']",technology,-0.4588,negatif
"['eclit', 'yeni', 'ceos', 'erdem', 'telci', 'ol']",technology,0.4588,pozitif
"['kendi', 'geliş', 'teknoloji', 'platform', 'üzer', 'yönet', 'teknoloji', 'hizmet', 'sun', 'eclit', 'yeni', 'ceos', 'erdem', 'telci', 'oldulisans', 'eğitim', 'anadolu', 'üniversite', 'tamamla', 'erdem', 'telci', 'kariyer', 'sistem', 'yönetici', 'olarak', 'başla', 'coretech', 'veripark']",technology,0.9325,pozitif
"['take', 'off', 'istanbul', 'aralık', 'kapı', 'aç']",technology,-0.25,negatif
"['türkiye', 'teknoloji', 'takım', 'vakıf', 'öncülük', 'düzenle', 'take', 'off', 'istanbul', 'aralık', 'girişim', 'teknoloji', 'dünya', 'ara', 'getir']",technology,-0.4588,negatif
"['deneyap', 'teknoloji', 'atölye', 'sınav', 'sonuç', 'açıkla']",technology,0.25,pozitif
"['öğrenci', 'seç', 'süreç', 'tamamla', 'deneyap', 'türkiye', 'sınav', 'sonuç', 'bin', 'öğrenci', 'deneyap', 'teknoloji', 'atölye', 'eğitim', 'ver', 'anadol', 'ajan']",technology,0.7184,pozitif
"['bilkom', 'token', 'deprem', 'bölge', 'ki', 'genç', 'teknoloji', 'eğitim', 'buluş']",technology,0.0,nötr
"['bilkom', 'önderlik', 'token', 'finansal', 'teknoloji', 'iş', 'birlik', 'hayat', 'geçir', 'kod', 'umut', 'proje', 'malatya', 'umut', 'kent', 'düzenle', 'tören', 'başla', 'kod', 'umut', 'proje', 'bölge', 'ki', 'genç', 'teknolojik', 'beceri', 'geliş', 'eğitim', 'hayat', 'başarılı', 'ol']",technology,0.8402,pozitif
"['koru', 'alt', 'tübitaka']",technology,-0.4588,negatif
"['devlet', 'koruma', 'alt', 'ol', 'öğrenci', 'tübitak', 'taraf', 'düzenle', 'deneyap', 'teknoloji', 'atölye', 'öğrenci', 'seç', 'sınap', 'kazan', 'farklı', 'alan', 'eğitim', 'gör', 'hak', 'kazan']",technology,0.6124,pozitif
"['teknoloji', 'meraklı', 'emekli', 'öğretmen', 'endüstriyel', 'ekipman', 'üre']",technology,0.6124,pozitif
"['mers', 'yaşa', 'yaş', 'ki', 'emekli', 'öğretmen', 'hayri', 'ince', 'teknoloji', 'ilgi', 'üzer', 'ev', 'kur', 'atölye', 'endüstriyel', 'ekipman', 'üretim', 'yap', 'anadolu', 'ajan']",technology,0.875,pozitif
"['devlet', 'koruma', 'altı', 'ki', 'çocuk', 'teknoloji', 'başarı']",technology,0.0,nötr
"['aile', 'sosyal', 'hizmet', 'bakanlık', 'bağlı', 'çocuk', 'ev', 'çocuk', 'ev', 'site', 'kal', 'çocuk', 'tübitak', 'taraf', 'düzenle', 'deneyap', 'teknoloji', 'atölye', 'öğrenci', 'seç', 'sınap', 'kazan', 'anadolu', 'ajan']",technology,-0.7184,negatif
"['teknoloji', 'dev', 'youtup', 'video', 'izinsiz', 'kullan', 'yapay', 'zeka', 'eğit', 'orta', 'çık']",technology,-0.7184,negatif
"['opena', 'gpü', 'eğit', 'için', 'youtup', 'video', 'kullan', 'önce', 'siz', 'aktar', 'konu', 'yeni', 'iddia', 'orta', 'at', 'apple', 'anthropic', 'gibi', 'büyük', 'teknoloji', 'şirket', 'youtup', 'video', 'al', 'altyazı', 'kullan', 'yapay', 'zeka']",technology,-0.8402,negatif
"['webrazzi', 'summit', 'için', 'geri', 'say', 'başla']",technology,-0.7184,negatif
"['türkiye', 'en', 'büyük', 'teknoloji', 'internet', 'konferansı', 'ol', 'webrazzi', 'summiti', 'yıl', 'yeniden', 'siz', 'buluş', 'heyecan', 'yaşa', 'ekim', 'tarih', 'wyndham', 'grand', 'istanbul', 'leventt', 'düzenle', 'etkinlik', 'dijital', 'dünya', 'ön', 'gel']",technology,-0.7184,negatif
"['gm', 'hızlan', 'program', 'dönem', 'seç', 'girişim']",technology,0.6124,pozitif
"['genç', 'müsiad', 'çatı', 'alt', 'girişim', 'hızlan', 'merkez', 'olarak', 'konumla', 'gm', 'genç', 'müsiad', 'girişimcilik', 'merkez', 'aç', 'girişimcilik', 'merkez', 'teknoloji', 'tabanlı', 'iş', 'model', 'girişim', 'müsiat', 'sun', 'bilgi', 'ticari', 'deney', 'geniş', 'iş', 'ağı', 'geliş']",technology,0.7906,pozitif
"['bakan', 'kacır', 'en', 'büyük', 'hedef', 'turcorn', 'çıkar']",technology,0.0,nötr
"['sana', 'ticaret', 'bakan', 'mehmet', 'fatih', 'kacır', 'amadeus', 'türkiye', 'arge', 'merkez', 'açılış', 'kat', 'açılış', 'konuş', 'kacır', 'turcorn', 'küresel', 'hedef', 'ol', 'teknoloji', 'inovasyon', 'odak', 'li', 'girişim', 'için', 'ölçek', 'büyü', 'kulüp', 'olarak', 'hizmet', 'ver', 'ulusal', 'viz']",technology,0.7184,pozitif
"['şeffaf', 'tv', 'ön', 'ki', 'maliyet', 'engel', 'kalk', 'yeni', 'teknoloji']",technology,0.0,nötr
"['şeffaf', 'oled', 'ekran', 'uzunca', 'süre', 'i', 'hayat', 'ekran', 'halen', 'pahalı', 'i', 'araştırmacı', 'herkes', 'için', 'eriş', 'şeffaf', 'ekran', 'sağla', 'yöntem', 'geliş']",technology,0.875,pozitif
"['türkiye', 'teknoloji', 'geliş', 'vak', 'ödül', 'kazanan', 'belli', 'ol']",technology,0.4588,pozitif
"['türkiye', 'teknoloji', 'geliş', 'vak', 'ttgv', 'iklim', 'teknoloji', 'ödül', 'kazanan', 'duy', 'anadolu', 'ajan']",technology,0.6124,pozitif
"['meta', 'rayba', 'ana', 'şirket', 'essilorluxottına', 'yaklaşık', 'yüz', 'hisse', 'satın', 'al', 'planla']",technology,0.4588,pozitif
"['süre', 'i', 'akıllı', 'gözlük', 'teknoloji', 'üzer', 'iş', 'birlik', 'yap', 'meta', 'rayba', 'eylül', 'ay', 'meta', 'smart', 'glasse', 'tanıt', 'gözlük', 'modlu', 'multimodal', 'yapay', 'zeka', 'mode', 'li', 'ekle', 'siz', 'aktar', 'iki', 'şirket', 'teknoloji', 'mod']",technology,-0.0772,negatif
"['büyük', 'teknoloji', 'firma', 'ara', 'ki', 'yapay', 'zeka', 'anlaşma', 'incele']",technology,0.4588,pozitif
"['avrupa', 'birlik', 'microsoft', 'openai', 'google', 'samsung', 'ara', 'ki', 'yapay', 'zeka', 'ortaklık', 'incele', 'al', 'anadolu', 'ajan']",technology,0.25,pozitif
"['teknoloji', 'dev', 'harca', 'elektrik', 'azerbaycan', 'geç']",technology,0.0,nötr
"['içerik', 'ilk', 'olarak', 'teknoloji', 'dev', 'harca', 'elektrik', 'azerbaycan', 'geç', 'adre', 'yayınla', 'teknoloji', 'haber', 'shiftdeletenet']",technology,0.7906,pozitif
"['akıllı', 'cihaz', 'minyatür', 'yap', 'teknoloji', 'geliş']",technology,0.4588,pozitif
"['içerik', 'ilk', 'olarak', 'akıllı', 'cihaz', 'minyatür', 'yap', 'teknoloji', 'geliş', 'adre', 'yayınla', 'teknoloji', 'haber', 'shiftdeletenet']",technology,0.875,pozitif
"['oppo', 'türkiye', 'önem', 'li', 'yatırım', 'yüksek', 'teknoloji', 'üretim', 'kapasite', 'art']",technology,0.0,nötr
"['yıl', 'dünya', 'en', 'büyük', 'akıllı', 'telefon', 'üretici', 'ol', 'oppo', 'yıllık', 'milyon', 'adet', 'üretim', 'kapasite', 'ol', 'agm', 'fabrika', 'türkiye', 'ki', 'faaliyet', 'geliş', 'devam', 'et']",technology,-0.8402,negatif
"['ün', 'ilk', 'yarı', 'tercih', 'et', 'en', 'popü', 'teknoloji', 'ürün', 'açıkla']",technology,0.4588,pozitif
